FRACTAL DIMENSION (2nd line: LOG[1/r]  Below 2nd line: LOG[no of grids occupied])
      Frame,  -1.415510,  -1.264995,  -1.114480,  -0.963965,  -0.813450,  -0.662935,  -0.512420,  -0.361905,  -0.211390,  -0.060875,   0.089640,   0.240155,   0.390670,   0.541185
          1,   0.778151,   0.903090,   1.342423,   1.698970,   1.973128,   2.346353,   2.721811,   3.015779,   3.040602,   3.040602,   3.040602,   3.040602,   3.040602,   3.040602
