TORSION DISTRIBUTION - blocks for each frame with 1st line being total torison angle beginning with frame number
      Frame,      Type1,      Type2,      Type3,      Type4, Neg Angles,    Neg Avg,Neg Std Dev, Pos Angles,    Pos Avg,Pos Std Dev,       -180,       -179,       -178,       -177,       -176,       -175,       -174,       -173,       -172,       -171,       -170,       -169,       -168,       -167,       -166,       -165,       -164,       -163,       -162,       -161,       -160,       -159,       -158,       -157,       -156,       -155,       -154,       -153,       -152,       -151,       -150,       -149,       -148,       -147,       -146,       -145,       -144,       -143,       -142,       -141,       -140,       -139,       -138,       -137,       -136,       -135,       -134,       -133,       -132,       -131,       -130,       -129,       -128,       -127,       -126,       -125,       -124,       -123,       -122,       -121,       -120,       -119,       -118,       -117,       -116,       -115,       -114,       -113,       -112,       -111,       -110,       -109,       -108,       -107,       -106,       -105,       -104,       -103,       -102,       -101,       -100,        -99,        -98,        -97,        -96,        -95,        -94,        -93,        -92,        -91,        -90,        -89,        -88,        -87,        -86,        -85,        -84,        -83,        -82,        -81,        -80,        -79,        -78,        -77,        -76,        -75,        -74,        -73,        -72,        -71,        -70,        -69,        -68,        -67,        -66,        -65,        -64,        -63,        -62,        -61,        -60,        -59,        -58,        -57,        -56,        -55,        -54,        -53,        -52,        -51,        -50,        -49,        -48,        -47,        -46,        -45,        -44,        -43,        -42,        -41,        -40,        -39,        -38,        -37,        -36,        -35,        -34,        -33,        -32,        -31,        -30,        -29,        -28,        -27,        -26,        -25,        -24,        -23,        -22,        -21,        -20,        -19,        -18,        -17,        -16,        -15,        -14,        -13,        -12,        -11,        -10,         -9,         -8,         -7,         -6,         -5,         -4,         -3,         -2,         -1,          0,          0,          1,          2,          3,          4,          5,          6,          7,          8,          9,         10,         11,         12,         13,         14,         15,         16,         17,         18,         19,         20,         21,         22,         23,         24,         25,         26,         27,         28,         29,         30,         31,         32,         33,         34,         35,         36,         37,         38,         39,         40,         41,         42,         43,         44,         45,         46,         47,         48,         49,         50,         51,         52,         53,         54,         55,         56,         57,         58,         59,         60,         61,         62,         63,         64,         65,         66,         67,         68,         69,         70,         71,         72,         73,         74,         75,         76,         77,         78,         79,         80,         81,         82,         83,         84,         85,         86,         87,         88,         89,         90,         91,         92,         93,         94,         95,         96,         97,         98,         99,        100,        101,        102,        103,        104,        105,        106,        107,        108,        109,        110,        111,        112,        113,        114,        115,        116,        117,        118,        119,        120,        121,        122,        123,        124,        125,        126,        127,        128,        129,        130,        131,        132,        133,        134,        135,        136,        137,        138,        139,        140,        141,        142,        143,        144,        145,        146,        147,        148,        149,        150,        151,        152,        153,        154,        155,        156,        157,        158,        159,        160,        161,        162,        163,        164,        165,        166,        167,        168,        169,        170,        171,        172,        173,        174,        175,        176,        177,        178,        179,        180
          1,      Total,      Total,      Total,      Total,     581676,  92.883461,  52.787613,     581504,  92.817601,  52.784192,   0.009906,   0.009909,   0.010150,   0.010015,   0.010143,   0.010125,   0.009466,   0.009665,   0.009012,   0.009152,   0.008929,   0.008853,   0.007829,   0.008158,   0.007107,   0.007089,   0.006897,   0.006638,   0.006024,   0.005971,   0.005522,   0.005458,   0.005027,   0.004884,   0.004686,   0.004874,   0.004143,   0.004069,   0.003717,   0.003780,   0.003297,   0.003467,   0.002991,   0.003075,   0.002902,   0.003164,   0.002727,   0.002635,   0.002500,   0.002600,   0.002431,   0.002380,   0.002338,   0.002253,   0.002066,   0.002294,   0.002207,   0.002184,   0.002252,   0.002043,   0.002194,   0.002246,   0.002025,   0.002057,   0.002115,   0.002122,   0.002108,   0.002191,   0.002018,   0.002119,   0.002293,   0.002514,   0.002397,   0.002256,   0.002438,   0.002349,   0.002424,   0.002459,   0.002672,   0.002494,   0.002682,   0.002655,   0.002778,   0.002655,   0.003005,   0.002899,   0.003132,   0.003047,   0.003352,   0.003450,   0.003751,   0.003611,   0.003652,   0.003745,   0.004006,   0.004086,   0.004298,   0.004279,   0.004552,   0.004561,   0.005010,   0.005039,   0.005353,   0.005348,   0.005924,   0.006267,   0.006701,   0.006590,   0.007272,   0.006989,   0.007626,   0.007663,   0.007980,   0.007907,   0.008500,   0.008722,   0.009088,   0.008966,   0.009304,   0.009138,   0.009400,   0.009297,   0.009737,   0.009403,   0.009339,   0.009555,   0.009067,   0.009193,   0.009218,   0.009004,   0.008864,   0.008784,   0.009033,   0.008946,   0.008476,   0.008588,   0.008139,   0.008375,   0.008004,   0.008148,   0.008070,   0.008007,   0.007733,   0.007862,   0.008035,   0.007536,   0.007447,   0.007608,   0.007190,   0.007219,   0.006780,   0.007054,   0.006763,   0.006837,   0.006320,   0.006270,   0.006323,   0.006119,   0.006103,   0.005823,   0.005433,   0.005665,   0.005501,   0.005503,   0.004865,   0.005149,   0.005041,   0.004825,   0.004590,   0.004592,   0.004325,   0.004320,   0.004353,   0.004354,   0.003978,   0.004234,   0.003892,   0.003979,   0.003648,   0.003725,   0.003806,   0.003945,   0.003693,   0.003604,   0.003892,   0.003663,   0.003679,   0.003522,   0.003655,   0.003742,   0.003652,   0.003666,   0.003548,   0.003684,   0.003504,   0.003615,   0.003820,   0.003739,   0.003799,   0.003907,   0.003909,   0.003790,   0.004030,   0.004103,   0.004143,   0.004089,   0.004143,   0.004206,   0.004209,   0.004313,   0.004600,   0.004533,   0.005044,   0.005207,   0.004996,   0.005190,   0.005501,   0.005345,   0.005790,   0.005582,   0.006134,   0.005933,   0.006055,   0.005943,   0.006423,   0.006652,   0.006653,   0.006700,   0.006884,   0.006851,   0.006949,   0.007085,   0.007337,   0.007377,   0.007392,   0.007470,   0.007131,   0.007223,   0.007437,   0.007556,   0.007949,   0.007814,   0.007626,   0.007484,   0.007757,   0.007498,   0.007943,   0.008034,   0.008101,   0.007990,   0.008053,   0.008000,   0.007870,   0.007880,   0.008252,   0.007763,   0.007877,   0.007677,   0.008035,   0.007804,   0.007740,   0.008093,   0.007406,   0.007608,   0.007416,   0.007460,   0.007303,   0.007309,   0.006842,   0.006889,   0.006299,   0.006421,   0.006158,   0.006184,   0.005893,   0.006284,   0.005381,   0.005592,   0.005364,   0.005142,   0.005123,   0.004836,   0.004721,   0.004746,   0.004473,   0.004509,   0.004026,   0.004316,   0.003968,   0.003990,   0.003872,   0.003742,   0.003579,   0.003666,   0.003610,   0.003563,   0.003342,   0.003567,   0.003397,   0.003316,   0.003177,   0.003230,   0.003184,   0.003175,   0.003119,   0.002944,   0.003026,   0.003071,   0.002844,   0.002813,   0.002947,   0.002985,   0.002909,   0.002745,   0.002809,   0.002703,   0.002603,   0.002600,   0.002706,   0.002717,   0.002806,   0.002937,   0.002926,   0.002903,   0.002957,   0.002961,   0.003088,   0.002961,   0.003129,   0.003089,   0.003421,   0.003346,   0.003500,   0.003467,   0.003786,   0.003715,   0.003975,   0.003886,   0.004088,   0.004199,   0.004154,   0.004585,   0.004848,   0.004853,   0.005292,   0.005352,   0.005845,   0.005713,   0.006440,   0.006187,   0.006763,   0.006497,   0.007582,   0.007384,   0.007667,   0.008021,   0.008541,   0.008526,   0.009149,   0.009138,   0.009620,   0.009475,   0.009975,   0.010081,   0.010679,   0.010590,   0.011016,   0.010975,   0.010769,   0.010745,   0.010886,   0.010889
