RADIAL DISTRIBUTION FUNCTION g(r) - 1st line is r followed by total and partial g(r) blocks for each frame
      Frame,      Type1,      Type2,   0.000000,   0.050000,   0.100000,   0.150000,   0.200000,   0.250000,   0.300000,   0.350000,   0.400000,   0.450000,   0.500000,   0.550000,   0.600000,   0.650000,   0.700000,   0.750000,   0.800000,   0.850000,   0.900000,   0.950000,   1.000000,   1.050000,   1.100000,   1.150000,   1.200000,   1.250000,   1.300000,   1.350000,   1.400000,   1.450000,   1.500000,   1.550000,   1.600000,   1.650000,   1.700000,   1.750000,   1.800000,   1.850000,   1.900000,   1.950000,   2.000000,   2.050000,   2.100000,   2.150000,   2.200000,   2.250000,   2.300000,   2.350000,   2.400000,   2.450000,   2.500000,   2.550000,   2.600000,   2.650000,   2.700000,   2.750000,   2.800000,   2.850000,   2.900000,   2.950000,   3.000000,   3.050000,   3.100000,   3.150000,   3.200000,   3.250000,   3.300000,   3.350000,   3.400000,   3.450000,   3.500000,   3.550000,   3.600000,   3.650000,   3.700000,   3.750000,   3.800000,   3.850000,   3.900000,   3.950000,   4.000000,   4.050000,   4.100000,   4.150000,   4.200000,   4.250000,   4.300000,   4.350000,   4.400000,   4.450000,   4.500000,   4.550000,   4.600000,   4.650000,   4.700000,   4.750000,   4.800000,   4.850000,   4.900000,   4.950000,   5.000000,   5.050000,   5.100000,   5.150000,   5.200000,   5.250000,   5.300000,   5.350000,   5.400000,   5.450000,   5.500000,   5.550000,   5.600000,   5.650000,   5.700000,   5.750000,   5.800000,   5.850000,   5.900000,   5.950000,   6.000000,   6.050000,   6.100000,   6.150000,   6.200000,   6.250000,   6.300000,   6.350000,   6.400000,   6.450000
          1,      Total,      Total,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.021452,   0.000000,   0.334922,   1.209943,   2.687194,   4.642143,   6.580466,   8.176662,   7.020471,   5.762131,   3.662028,   2.500809,   1.187419,   0.482475,   0.214350,   0.121988,   0.059042,   0.000000,   0.033246,   0.021487,   0.083364,   0.091006,   0.225781,   0.257420,   0.435391,   0.540271,   0.691734,   0.766609,   0.969839,   0.944149,   1.029488,   1.025890,   1.014675,   0.916418,   0.553212,   0.484290,   0.209272,   0.151548,   0.141528,   0.213608,   0.313004,   0.521745,   0.890954,   1.432641,   2.079056,   2.806496,   2.831624,   3.248643,   2.732959,   2.605312,   1.994756,   1.259141,   0.817657,   0.444609,   0.258733,   0.240286,   0.349033,   0.517712,   0.738624,   0.959300,   1.143278,   1.240949,   1.035169,   0.916929,   0.844062,   0.810502,   0.654968,   0.643426,   0.740463,   0.761964,   0.904058,   0.891986,   0.899751,   0.996882,   1.144251,   1.035507,   1.183285,   1.107117,   1.048002,   0.854092,   0.623294,   0.484059,   0.360164,   0.351874
          1,          1,          1,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.036313,   0.174517,   0.369312,   0.904927,   1.229750,   1.470544,   0.998735,   0.796347,   0.458775,   0.104319,   0.075653,   0.024398,   0.023617,   0.000000,   0.011082,   0.010744,   0.020841,   0.030335,   0.107982,   0.104875,   0.203800,   0.189095,   0.297708,   0.281090,   0.356437,   0.403483,   0.471521,   0.574192,   0.589407,   0.538214,   0.319161,   0.214471,   0.094510,   0.065890,   0.032165,   0.037696,   0.073648,   0.203900,   0.316523,   0.366756,   0.521165,   0.641328,   0.514841,   0.456594,   0.354463,   0.226330,   0.128058,   0.038594,   0.033084,   0.000000,   0.013618,   0.022249,   0.100347,   0.188259,   0.318951,   0.382897,   0.492862,   0.594704,   0.513693,   0.420259,   0.416404,   0.279992,   0.170074,   0.138639,   0.066362,   0.048052,   0.023613,   0.023212,   0.091279,   0.108984,   0.157610,   0.192220,   0.271424,   0.300032,   0.298164,   0.261457,   0.191563,   0.129458,   0.113590,   0.130930
          1,          1,          2,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.275818,   0.888552,   2.088022,   3.787012,   5.237514,   5.914344,   5.121364,   3.331232,   2.011945,   1.117680,   0.364322,   0.117359,   0.012609,   0.024398,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.007092,   0.000000,   0.000000,   0.000000,   0.025732,   0.050261,   0.055236,   0.113944,   0.228600,   0.544403,   0.941459,   1.337471,   1.742950,   2.277724,   2.049720,   2.142593,   1.792818,   1.181952,   0.765667,   0.430715,   0.213341,   0.093445,   0.034903,   0.038507,   0.004197,   0.008234,   0.008080,   0.019823,   0.038916,   0.072590,   0.097536,   0.246835,   0.303963,   0.415917,   0.579797,   0.631538,   0.782617,   0.759348,   0.684593,   0.724422,   0.740769,   0.635566,   0.664835,   0.540057,   0.490052,   0.339894,   0.243027,   0.160415,   0.047098,   0.046371
          1,          2,          2,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.021452,   0.000000,   0.059104,   0.321391,   0.562858,   0.680615,   0.973640,   1.357390,   0.669358,   0.960355,   0.651349,   0.586782,   0.364322,   0.260797,   0.126088,   0.073193,   0.035425,   0.000000,   0.022164,   0.010744,   0.062523,   0.060671,   0.117799,   0.152545,   0.231591,   0.351176,   0.394026,   0.485519,   0.613402,   0.540667,   0.557967,   0.451698,   0.425268,   0.378204,   0.226959,   0.269819,   0.114762,   0.085657,   0.083630,   0.125652,   0.184120,   0.203900,   0.345831,   0.521481,   0.616432,   0.827697,   0.573833,   0.514325,   0.328777,   0.236389,   0.073880,   0.038594,   0.018905,   0.013894,   0.031774,   0.124593,   0.213783,   0.290946,   0.415476,   0.568169,   0.642337,   0.626422,   0.482560,   0.424079,   0.330122,   0.283676,   0.180930,   0.088871,   0.094304,   0.082375,   0.097827,   0.109426,   0.123879,   0.163476,   0.245872,   0.207721,   0.247026,   0.267028,   0.259786,   0.252741,   0.188704,   0.194186,   0.199476,   0.174573
          2,      Total,      Total,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.102743,   0.334922,   1.361186,   2.541940,   4.572337,   6.479744,   8.079705,   7.938892,   5.747125,   3.575182,   2.039766,   1.146939,   0.456395,   0.226959,   0.121988,   0.059042,   0.000000,   0.022164,   0.032231,   0.031262,   0.080894,   0.127615,   0.266954,   0.352018,   0.504253,   0.770540,   0.834752,   1.052731,   1.073264,   1.241673,   0.956987,   1.014675,   0.850960,   0.617045,   0.304411,   0.202521,   0.105424,   0.102929,   0.094239,   0.306867,   0.527742,   0.978878,   1.363874,   2.342440,   2.910643,   3.003237,   3.374600,   3.005228,   2.368923,   1.837146,   1.254316,   0.656961,   0.407558,   0.249655,   0.213587,   0.231235,   0.436418,   0.772198,   1.025175,   1.224075,   1.213196,   1.183051,   0.939852,   0.742775,   0.541563,   0.600688,   0.607878,   0.716014,   0.748235,   0.920924,   1.037887,   1.124689,   1.096250,   1.245122,   1.333138,   1.238180,   1.089115,   0.924013,   0.764035,   0.446027,   0.382744,   0.310295,   0.368241
          2,          1,          1,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.054470,   0.174517,   0.453246,   0.904927,   1.416547,   1.410522,   0.998735,   0.740463,   0.323842,   0.156478,   0.037826,   0.024398,   0.000000,   0.000000,   0.022164,   0.021487,   0.010421,   0.040447,   0.039266,   0.104875,   0.129691,   0.126063,   0.306465,   0.315162,   0.414461,   0.605224,   0.605119,   0.459354,   0.589407,   0.523667,   0.304976,   0.145287,   0.087759,   0.039534,   0.025732,   0.025130,   0.098197,   0.143930,   0.234462,   0.263606,   0.594016,   0.608440,   0.573833,   0.509077,   0.426383,   0.196153,   0.123133,   0.043419,   0.033084,   0.037051,   0.031774,   0.017799,   0.074170,   0.119801,   0.331541,   0.424068,   0.565579,   0.559022,   0.595417,   0.454644,   0.348879,   0.235782,   0.209879,   0.110200,   0.052391,   0.027458,   0.037107,   0.039791,   0.084759,   0.118600,   0.230111,   0.300731,   0.289722,   0.306032,   0.268643,   0.200450,   0.122943,   0.126643,   0.102508,   0.114564
          2,          1,          2,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.061646,   0.216714,   0.831836,   1.888298,   3.682302,   5.086431,   6.253692,   5.385994,   3.451276,   1.809303,   0.963999,   0.458775,   0.052159,   0.075653,   0.024398,   0.011808,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.006918,   0.006751,   0.006589,   0.025732,   0.025130,   0.122747,   0.131935,   0.334108,   0.590248,   1.081557,   1.496432,   1.812668,   2.314461,   2.214108,   1.991706,   1.640133,   1.177128,   0.600245,   0.338088,   0.167950,   0.062296,   0.008726,   0.008557,   0.012590,   0.004117,   0.000000,   0.011894,   0.019458,   0.034385,   0.078779,   0.095787,   0.242447,   0.366149,   0.590275,   0.628106,   0.785990,   0.852194,   0.860631,   0.801352,   0.822726,   0.759578,   0.692283,   0.573060,   0.428057,   0.325368,   0.120084,   0.078800,   0.055410,   0.032732
          2,          2,          2,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.041097,   0.118208,   0.529350,   0.599172,   0.715518,   0.940067,   0.921086,   1.136351,   0.885327,   0.767144,   0.335304,   0.364322,   0.247758,   0.113479,   0.073193,   0.047234,   0.000000,   0.000000,   0.010744,   0.020841,   0.040447,   0.088349,   0.162079,   0.222327,   0.378190,   0.464075,   0.519591,   0.638270,   0.468040,   0.636554,   0.497633,   0.425268,   0.327292,   0.312069,   0.152205,   0.108011,   0.059301,   0.051465,   0.043978,   0.085923,   0.251877,   0.410308,   0.510020,   0.666867,   0.805771,   0.616736,   0.551062,   0.364737,   0.181064,   0.073880,   0.033770,   0.023632,   0.032419,   0.049931,   0.133492,   0.148339,   0.308060,   0.428066,   0.596989,   0.658496,   0.642280,   0.568176,   0.450823,   0.315117,   0.209994,   0.148363,   0.131529,   0.073348,   0.092671,   0.097827,   0.145901,   0.179298,   0.176297,   0.192285,   0.272828,   0.256175,   0.210022,   0.227313,   0.238216,   0.202999,   0.177301,   0.152377,   0.220944
          3,      Total,      Total,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.061646,   0.551636,   1.096511,   2.560097,   5.078435,   6.882630,   7.401010,   6.927073,   5.432009,   3.560708,   2.235360,   1.308859,   0.717193,   0.416091,   0.170783,   0.094468,   0.114366,   0.077574,   0.096693,   0.145887,   0.202236,   0.206148,   0.371829,   0.435391,   0.567285,   0.665466,   0.647359,   0.746030,   0.952219,   0.817304,   1.010578,   0.895301,   0.749135,   0.680877,   0.498127,   0.357788,   0.210849,   0.238024,   0.270152,   0.417339,   0.719648,   1.143001,   1.507138,   2.107075,   2.302204,   2.670736,   2.702829,   2.923034,   2.368923,   1.753415,   1.558247,   0.931089,   0.611337,   0.354056,   0.342630,   0.458106,   0.560498,   0.788984,   1.021058,   1.143278,   1.129938,   0.992362,   0.958954,   0.900333,   0.828922,   0.778000,   0.746517,   0.754434,   0.871797,   0.742137,   0.726189,   0.854111,   0.724422,   0.775443,   0.995203,   1.055197,   1.137120,   0.926965,   0.929624,   0.806279,   0.593817,   0.584574,   0.406428
