SURFACE LAYER - Curvature histogram (degrees v no. of particles)
      Frame,          1,          2,          3,          4,          5,          6,          7,          8,          9,         10,         11,         12,         13,         14,         15,         16,         17,         18,         19,         20,         21,         22,         23,         24,         25,         26,         27,         28,         29,         30,         31,         32,         33,         34,         35,         36,         37,         38,         39,         40,         41,         42,         43,         44,         45,         46,         47,         48,         49,         50,         51,         52,         53,         54,         55,         56,         57,         58,         59,         60,         61,         62,         63,         64,         65,         66,         67,         68,         69,         70,         71,         72,         73,         74,         75,         76,         77,         78,         79,         80,         81,         82,         83,         84,         85,         86,         87,         88,         89,         90,         91,         92,         93,         94,         95,         96,         97,         98,         99,        100,        101,        102,        103,        104,        105,        106,        107,        108,        109,        110,        111,        112,        113,        114,        115,        116,        117,        118,        119,        120,        121,        122,        123,        124,        125,        126,        127,        128,        129,        130,        131,        132,        133,        134,        135,        136,        137,        138,        139,        140,        141,        142,        143,        144,        145,        146,        147,        148,        149,        150,        151,        152,        153,        154,        155,        156,        157,        158,        159,        160,        161,        162,        163,        164,        165,        166,        167,        168,        169,        170,        171,        172,        173,        174,        175,        176,        177,        178,        179,        180
         24,         67,          6,         11,          5,         16,         16,         10,          9,         10,          6,          1,          2,          1,          1,          2,          1,          5,          3,          4,          3,          8,          1,          9,          5,          2,          8,          2,          4,          2,          2,          4,          5,          2,          1,          1,          3,          3,          2,          0,          2,          1,          1,          1,          2,          1,          0,          0,          0,          0,          0,          0,          0,          2,          0,          1,          0,          0,          2,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         25,         54,          6,          9,         10,         10,         16,          4,          6,         11,          9,          4,          5,          3,          5,          4,          3,          3,          6,          3,          6,          8,          2,          6,          6,          6,          2,          9,          3,          4,          4,          4,          2,          0,          2,          3,          1,          1,          5,          1,          1,          2,          1,          1,          0,          0,          1,          1,          0,          0,          0,          0,          2,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         26,         67,          4,         13,         11,         11,         13,          8,          9,          6,          3,          6,          2,          3,          1,          0,          3,          2,          4,          2,          3,          7,          5,          5,         10,          3,          7,          5,          3,          6,          5,          4,          2,          3,          0,          0,          2,          2,          4,          4,          0,          0,          1,          0,          1,          1,          0,          1,          1,          0,          1,          0,          0,          1,          0,          1,          0,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         27,         61,          6,          3,          9,          8,         13,          8,          6,         12,          5,          1,          3,          2,          5,          2,          3,          4,          5,          5,          3,          5,          4,          6,          7,          5,          5,          4,          7,          8,          6,          2,          3,          3,          4,          6,          2,          2,          3,          0,          1,          2,          1,          0,          1,          1,          2,          0,          1,          0,          0,          3,          0,          0,          1,          1,          1,          2,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         28,         53,          4,          5,          9,         10,          9,          9,          9,          9,          7,          4,          3,          4,          4,          3,          4,          5,          3,          5,          3,          5,          9,          5,          1,          5,          6,          5,          9,          9,          6,          1,          4,          3,          6,          2,          3,          4,          2,          1,          1,          0,          1,          1,          1,          0,          1,          1,          1,          1,          1,          1,          2,          1,          0,          0,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         29,         53,          5,          6,          9,          5,          9,         14,          3,          6,         10,          2,          1,          5,          4,          9,          5,          5,          4,          6,          4,          6,          3,          6,          6,          5,          4,          6,          6,          4,          4,          7,          7,          3,          5,          4,          1,          3,          2,          2,          3,          1,          1,          0,          0,          2,          1,          1,          3,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         30,         43,          6,          8,          4,         11,          5,         13,          7,          8,          3,          6,          5,          5,          3,          3,          3,          5,          4,          5,          3,          4,          7,          4,          5,          9,          6,          4,          8,          4,          8,          9,          4,          5,          3,          2,          6,          3,          2,          1,          2,          0,          1,          3,          1,          1,          1,          0,          2,          0,          0,          0,          0,          2,          1,          1,          2,          2,          1,          1,          1,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         31,         54,          3,          7,          2,          5,         16,         12,          6,          3,         10,          5,          5,          5,          2,          4,          6,          0,          2,          6,          4,          5,          8,          7,          8,          5,         10,          6,          5,          2,          7,          4,          3,          4,          4,          2,          5,          4,          1,          0,          3,          0,          1,          1,          1,          0,          2,          0,          2,          2,          1,          1,          1,          0,          0,          0,          1,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         32,         50,          2,          5,          2,          5,          5,         13,         10,         14,          7,          6,          7,          6,          6,          4,          4,          5,          1,          5,          4,          4,          7,         10,          7,          9,          4,          3,          2,          2,          3,          3,          6,          7,          4,          4,          1,          2,          2,          4,          1,          1,          4,          2,          2,          1,          1,          2,          1,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         33,         40,         11,          6,          7,         10,          7,          7,          7,          8,          6,          4,          6,          4,          6,          3,          5,          4,          3,          6,          5,          6,          7,          5,          3,          3,          6,          9,          5,          5,          6,          3,          3,          6,          5,          3,          6,          4,          2,          1,          3,          2,          2,          1,          0,          1,          1,          0,          3,          2,          0,          0,          0,          1,          0,          1,          0,          0,          1,          1,          1,          0,          2,          0,          1,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         34,         45,          3,          5,          7,          4,          7,          5,          6,          6,          6,          8,          2,          6,          5,          4,          9,          4,          4,          9,          5,          6,          5,          3,          8,          9,          7,          2,          5,          8,          8,          2,          4,          5,          4,          5,          3,          3,          2,          2,          1,          0,          1,          1,          0,          3,          2,          4,          3,          1,          0,          0,          2,          1,          3,          1,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         35,         40,          3,          4,          4,          3,          7,          5,          5,          8,          8,         10,         10,          4,          9,          8,          0,          1,          5,          4,          2,          2,          4,          7,          6,         13,          4,          6,          9,          4,          8,          3,          4,          6,          7,          2,          5,          3,          2,          0,          5,          2,          1,          2,          2,          0,          0,          1,          2,          0,          2,          1,          1,          0,          1,          1,          2,          1,          1,          1,          0,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         36,         42,          4,          2,          5,          6,          5,          4,          5,          5,          6,          4,          4,          3,          3,          6,          8,          0,          2,          9,          3,         11,          9,          6,          5,          7,          7,          9,         10,          6,          5,          6,          1,          2,          3,          6,          4,          2,          2,          2,          4,          1,          4,          4,          4,          1,          0,          2,          1,          0,          1,          2,          1,          0,          1,          1,          0,          0,          0,          2,          1,          0,          0,          1,          0,          0,          0,          1,          0,          1,          0,          2,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         37,         26,          4,          2,          5,          6,          4,          2,          1,          4,          4,          5,         15,          4,          3,          4,          4,          3,          8,          7,          7,          7,         13,          9,          5,          8,          9,          8,         10,          2,          6,          3,          6,          7,          4,          0,          4,          2,          3,          1,          2,          3,          4,          2,          1,          1,          1,          3,          4,          0,          0,          1,          1,          3,          0,          1,          1,          0,          0,          1,          1,          0,          0,          1,          1,          0,          1,          1,          0,          2,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         38,         17,          0,          0,          2,          1,          5,          4,          0,         10,          4,         10,          7,          8,          8,         10,          9,         10,          9,          5,          8,          6,          4,         11,          8,          7,         10,          6,          5,          7,          4,          9,          5,          2,          3,          7,          4,          5,          1,          1,          2,          3,          1,          3,          0,          5,          3,          1,          1,          0,          1,          0,          1,          1,          0,          0,          0,          0,          0,          1,          1,          0,          1,          0,          0,          0,          0,          0,          1,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         39,         15,          0,          2,          2,          4,          4,          8,          2,          2,          5,          3,          7,          4,          8,         11,          6,          5,          5,         11,         10,          6,          8,          6,          5,          9,         13,          2,          3,          4,          7,          9,          3,          7,         10,          4,          5,          8,          3,          4,          1,          2,          0,          2,          0,          1,          1,          1,          2,          1,          1,          1,          0,          0,          2,          1,          0,          0,          0,          0,          2,          1,          0,          1,          0,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         40,          6,          1,          3,          3,          8,          2,          0,          7,         12,          8,          7,          4,          5,          4,          5,          6,          6,          7,          6,          4,         12,          6,          5,          8,          4,          7,         12,          8,          5,          9,          7,          4,          5,          7,          5,          6,          2,          3,          2,          0,          1,          2,          2,          1,          2,          2,          1,          0,          3,          0,          0,          0,          2,          0,          2,          0,          2,          1,          0,          1,          2,          0,          0,          1,          0,          1,          0,          0,          0,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         41,          8,          4,          3,          4,          2,          3,          2,          3,          5,          4,         10,         13,          6,          7,          8,          4,          5,         11,          5,          6,          9,          7,          7,          8,          5,          5,          6,         10,         10,          7,          6,          5,          6,          6,          3,          2,          4,          1,          3,          2,          1,          3,          2,          3,          0,          2,          0,          1,          0,          0,          0,          0,          1,          0,          0,          1,          0,          0,          1,          1,          3,          0,          0,          0,          0,          0,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         42,         11,          0,          1,          0,          3,          2,          5,          3,          5,          5,          4,          8,          8,          5,          5,          8,          5,         12,          7,          8,          4,         12,          7,         15,          9,          7,          8,          3,          5,          5,          6,          3,          7,          4,          2,          6,          7,          1,          1,          2,          3,          3,          1,          1,          3,          3,          0,          2,          0,          1,          0,          0,          1,          1,          1,          2,          0,          0,          1,          0,          2,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         43,          5,          2,          2,          1,          2,          2,          1,          4,          2,          2,          6,          5,          6,          7,          9,         11,          8,          7,          8,          9,          9,          5,          9,          8,          8,         11,         10,          5,          9,          4,          4,          6,          6,          4,          4,          3,          4,          3,          6,          3,          2,          2,          3,          0,          2,          1,          4,          2,          1,          0,          0,          3,          1,          1,          0,          0,          0,          2,          2,          0,          1,          1,          1,          1,          1,          0,          0,          1,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         44,          3,          0,          0,          2,          3,          4,          6,          7,          7,          8,          5,         11,         14,          6,         10,          8,          5,          7,          9,          6,          3,          4,          8,          6,          8,          8,         10,          3,         11,          7,          3,          5,          5,         10,          4,          5,          2,          4,          2,          2,          5,          0,          2,          1,          0,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          1,          0,          0,          1,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
