SURFACE LAYER - Curvature histogram (degrees v no. of particles)
      Frame,          1,          2,          3,          4,          5,          6,          7,          8,          9,         10,         11,         12,         13,         14,         15,         16,         17,         18,         19,         20,         21,         22,         23,         24,         25,         26,         27,         28,         29,         30,         31,         32,         33,         34,         35,         36,         37,         38,         39,         40,         41,         42,         43,         44,         45,         46,         47,         48,         49,         50,         51,         52,         53,         54,         55,         56,         57,         58,         59,         60,         61,         62,         63,         64,         65,         66,         67,         68,         69,         70,         71,         72,         73,         74,         75,         76,         77,         78,         79,         80,         81,         82,         83,         84,         85,         86,         87,         88,         89,         90,         91,         92,         93,         94,         95,         96,         97,         98,         99,        100,        101,        102,        103,        104,        105,        106,        107,        108,        109,        110,        111,        112,        113,        114,        115,        116,        117,        118,        119,        120,        121,        122,        123,        124,        125,        126,        127,        128,        129,        130,        131,        132,        133,        134,        135,        136,        137,        138,        139,        140,        141,        142,        143,        144,        145,        146,        147,        148,        149,        150,        151,        152,        153,        154,        155,        156,        157,        158,        159,        160,        161,        162,        163,        164,        165,        166,        167,        168,        169,        170,        171,        172,        173,        174,        175,        176,        177,        178,        179,        180
         77,         16,          0,          6,          3,          5,          2,          7,          1,          7,          4,          8,          5,          3,          6,          9,          3,          5,          7,          8,          3,          7,          7,          8,          7,          2,          4,          5,          6,          5,          7,          4,          3,          4,          3,          3,          5,          4,          5,          6,          7,          2,          1,          6,          0,          7,          4,          4,          2,          1,          1,          1,          1,          4,          3,          1,          2,          1,          1,          3,          0,          1,          2,          1,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         78,         12,          1,          0,          3,          4,          0,          2,          6,          3,          5,         11,          5,          7,          4,          3,          9,          4,          8,          8,          6,          8,          8,          6,          7,          9,          6,          4,          5,          6,          9,          5,          5,          6,          4,         10,          2,          6,          2,          2,          2,          4,          2,          1,          1,          3,          4,          2,          2,          5,          4,          1,          1,          2,          1,          3,          1,          1,          0,          1,          3,          1,          0,          0,          0,          1,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         79,         15,          0,          2,          0,          1,          2,          2,          4,          1,          4,         10,          7,          4,          3,          5,          7,          5,          4,         13,          4,          9,          9,          9,          6,         12,         10,          9,          2,          4,          5,          7,          7,          8,          4,          2,          5,          1,          1,          5,          4,          3,          3,          2,          4,          2,          1,          2,          0,          0,          1,          0,          0,          3,          2,          2,          2,          2,          0,          0,          4,          4,          1,          1,          1,          0,          1,          0,          0,          0,          1,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         80,         13,          1,          0,          0,          3,          4,          4,          7,          4,          2,          0,          5,          3,          3,          8,         11,          6,          1,          5,          9,          7,          4,          9,          8,         10,          7,          3,          2,          8,         11,          4,          1,          9,          3,          6,          9,          3,          1,          1,          3,          4,          5,          5,          5,          5,          1,          2,          4,          3,          2,          3,          2,          4,          0,          2,          2,          0,          5,          2,          2,          2,          2,          2,          0,          1,          0,          1,          1,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         81,         19,          1,          3,          2,          3,          3,          4,          2,          7,          5,          4,          2,          4,          4,         10,          5,          5,          1,          6,          6,          6,          4,          8,          4,          9,          7,          9,          8,          5,          7,          3,          5,          7,          3,          8,          7,          3,          3,          7,          3,          4,          1,          4,          1,          2,          3,          5,          4,          1,          3,          2,          1,          2,          1,          4,          1,          0,          1,          1,          1,          2,          2,          0,          0,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         82,         23,          0,          0,          3,          3,          1,          4,          6,          4,          1,          6,          5,          4,          7,          7,          8,          4,          8,          5,          6,          8,          8,          9,          3,          6,         10,          4,          8,          4,          7,          5,          2,          6,          3,          7,          5,          5,          3,          4,          1,          6,          4,          1,          7,          3,          3,          0,          5,          1,          1,          4,          0,          1,          1,          2,          1,          0,          0,          2,          0,          1,          4,          1,          0,          0,          1,          1,          0,          0,          1,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         83,         29,          1,          0,          0,          1,          1,          2,          2,          3,          5,          3,          4,          6,          2,          2,          4,          3,          4,          9,          7,          4,          5,         12,          4,         11,          5,         10,         12,          7,          4,          6,          3,          8,          6,          5,          2,          8,          6,          4,          3,          4,          1,          7,          3,          4,          1,          2,          4,          0,          5,          1,          1,          3,          1,          1,          2,          1,          0,          0,          3,          2,          5,          1,          0,          0,          0,          0,          1,          2,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         84,         24,          0,          0,          0,          2,          1,          4,          3,          4,          3,          4,         10,          5,          5,          6,          3,          9,         10,          3,          4,          6,          5,          5,          7,          8,          3,          8,          6,          9,          8,         12,          2,          7,          8,          5,          6,          5,          5,          3,          0,          1,          4,          5,          3,          1,          5,          1,          0,          0,          3,          2,          2,          1,          3,          2,          0,          2,          3,          1,          0,          0,          2,          1,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         85,         32,          1,          0,          3,          2,          3,          4,          4,          1,          2,          1,          3,          6,          7,          8,          6,          6,          9,          5,          6,          6,          9,          3,         10,          8,         11,          2,         12,          3,          4,          2,          3,         11,          5,          6,          5,          2,          5,          6,          1,          1,          1,          3,          2,          1,          3,          4,          1,          0,          1,          1,          3,          2,          3,          1,          1,          1,          0,          1,          1,          2,          2,          0,          0,          0,          1,          0,          0,          0,          0,          1,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         86,         13,          3,          0,          2,          2,          2,          5,          3,          5,          3,          2,          4,          5,          3,          7,          2,         13,          6,          8,          9,          9,          7,          4,          3,          5,          5,          8,          6,          7,          1,          2,          4,          6,          7,          9,          4,          7,          6,          5,          7,          3,          1,          3,          2,          2,          1,          1,          3,          2,          1,          0,          2,          2,          3,          5,          2,          1,          4,          0,          2,          2,          0,          0,          1,          1,          1,          0,          0,          0,          0,          0,          1,          0,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         87,         18,          1,          2,          3,          1,          3,          4,          3,          3,          4,          5,          5,          4,          4,          3,          6,          9,          6,          5,          6,          2,          5,          6,          5,          3,          5,         11,          7,          4,          9,          7,          5,          7,          8,          6,          4,          4,          3,          6,          2,          3,          6,          2,          4,          2,          4,          4,          4,          1,          0,          2,          3,          2,          2,          4,          1,          2,          0,          1,          2,          1,          1,          4,          2,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         88,         31,          1,          0,          0,          1,          3,          4,          2,          5,          3,          4,          3,          3,          3,          4,          7,          4,          5,         12,          5,          4,          7,         12,          4,          7,          5,          5,          3,          3,          7,          5,          5,          2,          9,          7,          3,          3,          4,          3,          2,          5,          6,          3,          1,          7,          5,          7,          2,          3,          4,          5,          4,          4,          4,          3,          0,          2,          2,          2,          3,          0,          0,          1,          1,          1,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         89,         40,          0,          1,          1,          1,          2,          2,          2,          5,          4,          5,          5,          0,          5,          5,          7,          4,          8,          4,          6,         10,          6,          7,          7,          6,          7,          6,          7,          5,          3,          5,          5,          2,          3,          6,          6,          5,          4,          4,          2,          3,          4,          2,          1,          5,          0,          3,          6,          5,          3,          3,          2,          1,          0,          5,          2,          2,          1,          2,          1,          4,          0,          1,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         90,         24,          0,          2,          4,          4,          1,          1,          0,          6,          3,          2,          7,          5,          5,          5,          3,          5,          5,          4,          3,         10,          7,          3,         10,         10,          2,          4,         11,          3,          5,          3,          7,          3,          5,          7,          7,          6,          1,          7,          4,          6,          6,          1,          6,          2,          2,          3,          2,          4,          1,          3,          4,          3,          2,          2,          0,          0,          1,          1,          2,          2,          0,          0,          0,          0,          2,          0,          1,          2,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         91,         28,          1,          1,          1,          3,          0,          1,          5,          5,          0,          1,          6,          5,          6,          4,         11,          7,          4,          5,          6,          3,          6,          6,          6,          2,          6,          6,         11,          6,         10,          4,          7,          4,          7,          9,          4,          5,          4,          8,          5,          2,          2,          2,          6,          2,          4,          4,          2,          2,          3,          2,          0,          1,          0,          1,          4,          2,          3,          0,          4,          2,          2,          1,          0,          1,          0,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         92,         28,          0,          4,          2,          3,          1,          3,          3,          2,          4,          3,          1,          4,          6,          4,          2,          6,          5,          6,          7,          8,          8,          7,          4,          9,          7,          6,          2,          7,          2,          4,          5,          7,         10,          4,          5,          2,          5,          6,          4,          3,          3,         10,          4,          4,          2,          0,          3,          3,          2,          5,          2,          4,          2,          3,          0,          2,          1,          0,          4,          3,          0,          2,          2,          1,          2,          0,          3,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         93,         17,          1,          3,          1,          3,          6,          1,          2,          5,          1,          7,          2,          8,          6,          7,          8,          2,          8,          6,          3,          2,          6,          5,          7,          8,          9,          8,          7,          2,          4,          6,          6,          6,          4,          7,          5,          6,          6,          5,          3,          5,          0,          5,          4,          5,          3,          3,          4,          1,          4,          0,          3,          0,          3,          2,          4,          2,          2,          3,          3,          2,          3,          0,          1,          0,          0,          0,          0,          1,          1,          0,          0,          0,          1,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         94,         30,          1,          1,          3,          1,          1,          7,          1,          2,          2,          5,          4,          4,          5,          6,          5,          8,          3,          6,          4,          4,          6,          4,          1,          7,          8,          6,          7,          9,          6,          3,          8,          8,          2,          9,          0,          5,          5,         11,          4,          3,          5,          2,          1,          5,          2,          0,          3,          4,          4,          5,          2,          7,          0,          0,          3,          0,          3,          2,          4,          1,          2,          1,          1,          0,          0,          0,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         95,         21,          1,          1,          2,          0,          3,          1,          2,          7,          4,          6,          4,          5,          2,          6,          6,          4,          5,          5,          7,          9,          5,          8,          8,          5,          8,          8,          7,          8,          2,          4,          6,          3,          3,          6,          3,          3,          3,          3,          3,          7,          4,          5,          2,          3,          3,          3,          2,          4,          3,          1,          2,          6,          1,          4,          3,          2,          1,          0,          5,          0,          0,          1,          2,          1,          0,          2,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         96,         33,          0,          3,          5,          2,          1,          2,          1,          2,          2,          3,          2,          3,          6,          8,          3,          6,          6,          1,         10,          5,          9,          3,          6,          8,          3,         11,          8,          7,          2,          7,          6,          3,          2,          4,          6,          2,          3,          7,          7,          6,          1,          0,          3,          3,          7,          3,          3,          1,          2,          4,          2,          5,          3,          4,          0,          3,          1,          3,          5,          1,          0,          1,          1,          0,          2,          0,          0,          1,          1,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         97,         28,          0,          2,          1,          1,          2,          3,          3,          3,          6,          5,          4,          4,          7,          5,          3,          5,          6,          0,          3,          5,          4,          5,          5,          5,          8,          7,          7,          6,          4,          6,          4,          9,         11,          3,          6,          6,         10,          4,          7,          5,          3,          1,          4,          3,          3,          3,          4,          2,          2,          4,          6,          4,          1,          2,          1,          1,          3,          4,          1,          2,          3,          0,          0,          0,          0,          1,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
