COORDINATION STATS (T=total B=bulk S=surface So=surface only)
      Frame,       Type,  Avg Total,   Avg Bulk,   Avg Surf,  Avg Surfo,         T0,         T1,         T2,         T3,         T4,         T5,         T6,         T7,         T8,         T9,        T10,        T11,        T12,        T13,        T14,        T15,        T16,        T17,        T18,        T19,        T20,         B0,         B1,         B2,         B3,         B4,         B5,         B6,         B7,         B8,         B9,        B10,        B11,        B12,        B13,        B14,        B15,        B16,        B17,        B18,        B19,        B20,         S0,         S1,         S2,         S3,         S4,         S5,         S6,         S7,         S8,         S9,        S10,        S11,        S12,        S13,        S14,        S15,        S16,        S17,        S18,        S19,        S20,        S0o,        S1o,        S2o,        S3o,        S4o,        S5o,        S6o,        S7o,        S8o,        S9o,       S10o,       S11o,       S12o,       S13o,       S14o,       S15o,       S16o,       S17o,       S18o,       S19o,       S20o
         26,      Total,   8.188948,   9.973597,   6.093023,   3.798450,          0,          0,          1,         17,         55,         40,         55,         55,        133,         38,         11,         25,         88,         43,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         33,        103,          4,          4,         23,         87,         43,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         17,         55,         39,         50,         22,         30,         34,          7,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,         16,         14,         33,         23,         72,         58,         41,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         26,          1,  10.437736,  12.056962,   8.046729,   5.196262,          0,          0,          0,          0,          0,          4,         11,         19,         29,         35,         11,         25,         88,         43,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         23,         87,         43,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         11,         19,         29,         34,          7,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         12,         48,         41,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         26,          2,   6.175676,   7.703448,   4.708609,   2.807947,          0,          0,          1,         17,         55,         36,         44,         36,        104,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         33,        103,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         17,         55,         35,         39,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         16,         14,         33,         18,         60,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         27,      Total,   7.985740,   9.743243,   6.022642,   3.894340,          0,          1,          4,         17,         54,         52,         54,         61,        113,         42,         17,         35,         89,         20,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,         10,         33,         91,         11,          4,         32,         89,         20,          2,          0,          0,          0,          0,          0,          0,          0,          1,          4,         17,         52,         50,         44,         28,         22,         31,         13,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         12,         43,         39,         65,         49,         52,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         27,          1,  10.124528,  11.852349,   7.905172,   5.198276,          0,          0,          0,          0,          0,          7,         16,         24,         22,         33,         17,         35,         89,         20,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          4,         32,         89,         20,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         16,         24,         22,         31,         13,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         15,         44,         51,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         27,          2,   6.070946,   7.605442,   4.557047,   2.879195,          0,          1,          4,         17,         54,         45,         38,         37,         91,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,         10,         33,         91,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         17,         52,         43,         28,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         12,         42,         34,         50,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         28,      Total,   7.918004,   9.505051,   6.132576,   3.984848,          0,          1,          3,         13,         49,         54,         66,         76,        102,         31,         21,         51,         86,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         13,         50,         72,          5,         10,         47,         85,          8,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         13,         47,         49,         53,         26,         30,         26,         11,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          5,         16,         26,         38,         69,         66,         44,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         28,          1,  10.011321,  11.604027,   7.965517,   5.241379,          0,          0,          0,          0,          1,          2,         17,         24,         30,         27,         20,         50,         86,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         46,         85,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          2,         17,         24,         30,         26,         11,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         14,         57,         44,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         28,          2,   6.043919,   7.391892,   4.695946,   3.000000,          0,          1,          3,         13,         48,         52,         49,         52,         72,          4,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         13,         50,         72,          4,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         13,         46,         47,         36,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         16,         26,         37,         55,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         29,      Total,   7.971480,   9.675676,   6.067925,   3.939623,          0,          2,          2,          7,         46,         63,         67,         86,         98,         29,         16,         32,         86,         25,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         11,         51,         70,         10,          8,         27,         86,         25,          2,          0,          0,          0,          0,          0,          0,          0,          2,          2,          7,         45,         58,         56,         35,         28,         19,          8,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         13,         32,         40,         67,         76,         32,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         29,          1,  10.030189,  11.905405,   7.658120,   5.085470,          0,          0,          0,          0,          0,          6,         21,         30,         28,         19,         16,         32,         86,         25,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         27,         86,         25,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         21,         30,         28,         19,          8,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          2,         17,         64,         32,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         29,          2,   6.128378,   7.445946,   4.810811,   3.033784,          0,          2,          2,          7,         46,         57,         46,         56,         70,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         11,         51,         70,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,          7,         45,         52,         35,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         13,         31,         38,         50,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         30,      Total,   7.946524,   9.634812,   6.100746,   4.082090,          0,          2,          5,         16,         48,         50,         56,         77,        113,         32,         17,         40,         87,         17,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          3,         11,         42,         81,         10,          5,         35,         86,         17,          1,          0,          0,          0,          0,          0,          0,          0,          2,          5,         16,         46,         47,         45,         35,         32,         22,         12,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          8,         10,         21,         47,         64,         66,         49,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         30,          1,  10.064151,  11.780822,   7.957983,   5.352941,          0,          0,          0,          0,          1,          3,         13,         31,         31,         24,         17,         40,         87,         17,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         35,         86,         17,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         13,         31,         31,         22,         12,          5,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         11,         55,         49,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         30,          2,   6.050676,   7.503401,   4.617450,   3.067114,          0,          2,          5,         16,         47,         47,         43,         46,         82,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          3,         11,         42,         81,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         16,         45,         44,         32,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         10,         21,         46,         53,         11,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         31,      Total,   7.882353,   9.533784,   6.037736,   3.992453,          0,          0,          5,         20,         42,         53,         66,         90,         94,         35,         18,         32,         85,         20,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          4,         19,         48,         68,         11,          9,         31,         83,         20,          1,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         40,         49,         47,         42,         26,         24,          9,          1,          2,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         30,         37,         62,         66,         49,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         31,          1,   9.984906,  11.755102,   7.779661,   5.288136,          0,          0,          0,          0,          0,          4,         14,         39,         25,         27,         18,         32,         85,         20,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          9,         31,         83,         20,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         14,         39,         25,         24,          9,          1,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         11,         56,         49,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         31,          2,   6.000000,   7.342282,   4.639456,   2.952381,          0,          0,          5,         20,         42,         49,         52,         51,         69,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          4,         19,         48,         68,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         20,         40,         45,         33,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         30,         35,         51,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         32,      Total,   7.875223,   9.528814,   6.041353,   3.954887,          0,          3,          3,         18,         40,         53,         62,        100,         96,         29,         16,         39,         86,         16,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,         14,         59,         66,          7,          7,         37,         85,         16,          0,          0,          0,          0,          0,          0,          0,          0,          3,          3,         18,         38,         51,         48,         41,         30,         22,          9,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         27,         47,         56,         72,         43,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         32,          1,   9.939623,  11.739726,   7.731092,   5.210084,          0,          0,          0,          0,          0,          2,         21,         34,         28,         23,         16,         39,         86,         16,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         37,         85,         16,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         21,         34,         28,         22,          9,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         15,         61,         42,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         32,          2,   6.027027,   7.362416,   4.673469,   2.938776,          0,          3,          3,         18,         40,         51,         41,         66,         68,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,         14,         59,         66,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          3,         18,         38,         49,         27,          7,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         27,         46,         41,         11,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         33,      Total,   7.868093,   9.523810,   6.044944,   4.000000,          0,          1,          7,         14,         46,         46,         79,         79,         99,         35,         15,         41,         79,         20,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          1,          6,         18,         48,         63,         12,          7,         39,         79,         20,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         13,         45,         40,         61,         31,         36,         23,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         15,         15,         61,         61,         70,         41,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         33,          1,   9.939623,  11.772414,   7.725000,   5.191667,          0,          0,          0,          0,          0,          2,         23,         26,         36,         23,         15,         41,         79,         20,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         39,         79,         20,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         23,         26,         36,         23,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         14,         63,         41,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         33,          2,   6.013514,   7.335570,   4.673469,   3.027211,          0,          1,          7,         14,         46,         44,         56,         53,         63,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          1,          6,         18,         48,         63,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         13,         45,         38,         38,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         15,         15,         59,         47,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         34,      Total,   7.757576,   9.420339,   5.913534,   3.932331,          0,          0,          6,         22,         49,         62,         61,         91,         88,         27,         14,         41,         73,         27,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,          9,         20,         48,         68,          3,          8,         35,         73,         27,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         21,         46,         53,         41,         43,         20,         24,          6,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         21,         54,         66,         63,         39,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         34,          1,   9.886792,  11.832168,   7.606557,   5.122951,          0,          0,          0,          0,          0,          8,         20,         38,         20,         24,         14,         41,         73,         27,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         35,         73,         27,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         20,         38,         20,         24,          6,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         24,         55,         39,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         34,          2,   5.851351,   7.151316,   4.479167,   2.923611,          0,          0,          6,         22,         49,         54,         41,         53,         68,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,          9,         20,         48,         68,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         21,         46,         45,         21,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         21,         52,         42,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         35,      Total,   7.729055,   9.318792,   5.927757,   3.961977,          0,          3,         10,         16,         37,         60,         92,         83,         87,         25,         16,         29,         62,         34,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,          8,         36,         41,         62,          7,          9,         25,         62,         34,          7,          0,          0,          0,          0,          0,          0,          0,          3,         10,         14,         32,         52,         56,         42,         25,         18,          7,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         14,         21,         45,         83,         64,         32,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         35,          1,   9.822642,  12.014493,   7.440945,   4.929134,          0,          0,          0,          0,          1,          4,         31,         37,         25,         19,         16,         29,         62,         34,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          9,         25,         62,         34,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         31,         37,         25,         18,          7,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         34,         56,         32,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         35,          2,   5.854730,   6.993750,   4.514706,   3.058824,          0,          3,         10,         16,         36,         56,         61,         46,         62,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,          8,         36,         41,         62,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         10,         14,         31,         48,         25,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         14,         20,         42,         49,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         36,      Total,   7.611408,   8.986486,   6.075472,   4.218868,          0,          1,         10,         18,         34,         70,         84,         94,         84,         28,         16,         31,         61,         30,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         24,         35,         48,         52,          4,          7,         30,         61,         30,          0,          0,          0,          0,          0,          0,          0,          0,          1,         10,         18,         29,         46,         49,         46,         32,         24,          9,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          8,         29,         34,         65,         74,         51,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         36,          1,   9.607547,  11.823077,   7.474074,   5.170370,          0,          0,          0,          0,          1,          7,         29,         33,         33,         25,         15,         31,         61,         30,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          1,          6,         30,         61,         30,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         29,         33,         31,         24,          9,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         18,         59,         50,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         36,          2,   5.824324,   6.765060,   4.623077,   3.230769,          0,          1,         10,         18,         33,         63,         55,         61,         51,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         24,         35,         48,         50,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         10,         18,         28,         39,         20,         13,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          8,         28,         29,         47,         15,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         37,      Total,   7.486631,   8.591973,   6.225191,   4.297710,          0,          0,          7,         20,         50,         59,         98,         90,         76,         28,         19,         34,         54,         23,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         14,         17,         51,         49,         38,          5,         13,         28,         53,         23,          3,          0,          0,          0,          0,          0,          0,          0,          0,          7,         15,         36,         42,         47,         41,         38,         23,          6,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         19,         50,         62,         76,         50,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         37,          1,   9.505660,  11.760331,   7.611111,   5.138889,          0,          0,          0,          0,          1,          6,         28,         35,         39,         23,         19,         34,         54,         23,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,         13,         28,         53,         23,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         28,         35,         38,         23,          6,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         24,         65,         50,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         37,          2,   5.679054,   6.438202,   4.533898,   3.271186,          0,          0,          7,         20,         49,         53,         70,         55,         37,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         14,         17,         51,         49,         37,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         15,         35,         36,         19,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         19,         46,         38,         11,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         38,      Total,   7.262032,   8.009967,   6.396154,   4.538462,          0,          0,          5,         19,         41,         75,        118,         95,         61,         27,         27,         38,         40,         14,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         16,         39,         63,         48,         14,          4,         19,         37,         40,         14,          1,          0,          0,          0,          0,          0,          0,          0,          0,          4,         14,         25,         36,         55,         47,         47,         23,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,         15,         32,         60,         98,         54,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         38,          1,   9.196226,  11.424779,   7.539474,   5.217105,          0,          0,          0,          0,          0,          6,         27,         40,         47,         25,         27,         38,         40,         14,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         19,         37,         40,         14,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         27,         40,         47,         23,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         19,         78,         54,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         38,          2,   5.530405,   5.957447,   4.787037,   3.583333,          0,          0,          5,         19,         41,         69,         91,         55,         14,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         16,         39,         63,         48,         14,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         14,         25,         30,         28,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,         15,         31,         41,         20,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         39,      Total,   7.119430,   7.627832,   6.496032,   4.436508,          0,          0,          3,         26,         48,         84,        102,         91,         66,         32,         26,         38,         31,         13,          1,          0,          0,          0,          0,          0,          0,          0,          0,          2,         10,         26,         48,         53,         40,         21,         14,         17,         34,         30,         13,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,         16,         22,         36,         49,         51,         45,         18,          9,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         11,         29,         72,         99,         36,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         39,          1,   8.924528,  11.274510,   7.453988,   4.963190,          0,          0,          0,          0,          0,         11,         32,         44,         44,         25,         26,         38,         31,         13,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         17,         34,         30,         13,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         11,         32,         44,         44,         18,          9,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         40,         84,         36,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         39,          2,   5.503378,   5.830918,   4.741573,   3.471910,          0,          0,          3,         26,         48,         73,         70,         47,         22,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         10,         26,         48,         53,         40,         21,          7,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         16,         22,         25,         17,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         11,         27,         32,         15,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
