COORDINATION STATS (T=total B=bulk S=surface So=surface only)
      Frame,       Type,  Avg Total,   Avg Bulk,   Avg Surf,  Avg Surfo,         T0,         T1,         T2,         T3,         T4,         T5,         T6,         T7,         T8,         T9,        T10,        T11,        T12,        T13,        T14,        T15,        T16,        T17,        T18,        T19,        T20,         B0,         B1,         B2,         B3,         B4,         B5,         B6,         B7,         B8,         B9,        B10,        B11,        B12,        B13,        B14,        B15,        B16,        B17,        B18,        B19,        B20,         S0,         S1,         S2,         S3,         S4,         S5,         S6,         S7,         S8,         S9,        S10,        S11,        S12,        S13,        S14,        S15,        S16,        S17,        S18,        S19,        S20,        S0o,        S1o,        S2o,        S3o,        S4o,        S5o,        S6o,        S7o,        S8o,        S9o,       S10o,       S11o,       S12o,       S13o,       S14o,       S15o,       S16o,       S17o,       S18o,       S19o,       S20o
         48,      Total,   6.609626,   6.430868,   6.832000,   4.704000,          0,          2,          5,         33,         61,        105,        100,         96,         46,         36,         25,         22,         18,         12,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         29,         41,         77,         49,         31,          6,         10,         10,         21,         18,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         20,         28,         51,         65,         40,         26,         15,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         17,         76,        100,         52,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         48,          1,   8.366038,  11.200000,   7.348718,   4.953846,          0,          0,          0,          0,          1,         15,         40,         57,         40,         35,         25,         22,         18,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          9,         10,         21,         18,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         15,         40,         57,         40,         26,         15,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         52,         88,         51,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         48,          2,   5.037162,   5.045643,   5.000000,   3.818182,          0,          2,          5,         33,         60,         90,         60,         39,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         29,         41,         77,         49,         31,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         19,         13,         11,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         13,         24,         12,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         49,      Total,   6.434938,   6.375776,   6.514644,   4.451883,          0,          1,         19,         28,         81,         79,        114,         92,         45,         29,         22,         23,         18,         10,          0,          0,          0,          0,          0,          0,          0,          0,          1,         15,         23,         66,         48,         53,         29,         11,          9,         16,         23,         18,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          5,         15,         31,         61,         63,         34,         20,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         12,         21,         76,        107,         23,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         49,          1,   8.128302,  11.066667,   6.968421,   4.615789,          0,          0,          0,          0,          6,         15,         50,         59,         35,         27,         22,         23,         18,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         16,         23,         18,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         50,         59,         34,         20,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         13,         55,         94,         23,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         49,          2,   4.918919,   4.951417,   4.755102,   3.816327,          0,          1,         19,         28,         75,         64,         64,         33,         10,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         15,         23,         66,         48,         53,         29,         10,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          5,          9,         16,         11,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,          8,         21,         13,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         50,      Total,   6.541889,   6.180064,   6.992000,   4.880000,          1,          2,          4,         40,         61,         94,        100,         84,         69,         38,         24,         28,         12,          4,          0,          0,          0,          0,          0,          0,          0,          1,          2,          4,         37,         51,         64,         47,         24,         15,         11,         17,         22,         12,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         10,         30,         53,         60,         54,         27,          7,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         14,         63,        114,         57,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         50,          1,   8.203774,  10.696970,   7.376884,   5.045226,          0,          0,          0,          0,          2,         13,         42,         52,         51,         37,         24,         28,         12,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         10,         17,         22,         12,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         13,         42,         52,         50,         27,          7,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         36,        102,         53,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         50,          2,   5.054054,   4.963265,   5.490196,   4.235294,          1,          2,          4,         40,         59,         81,         58,         32,         18,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          2,          4,         37,         51,         64,         47,         24,         14,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          8,         17,         11,          8,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         27,         12,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         51,      Total,   6.434938,   6.133117,   6.802372,   4.727273,          0,          1,         14,         34,         73,         84,        110,         91,         59,         26,         23,         26,         13,          6,          1,          0,          0,          0,          0,          0,          0,          0,          1,         14,         30,         60,         51,         55,         24,          9,          7,         13,         24,         13,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         13,         33,         55,         67,         50,         19,         10,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          2,         22,         66,        112,         48,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         51,          1,   8.098113,  10.968750,   7.184080,   4.885572,          0,          0,          0,          0,          5,         14,         43,         61,         50,         23,         23,         26,         13,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          4,         13,         24,         13,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         14,         43,         61,         47,         19,         10,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         13,         47,         93,         46,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         51,          2,   4.945946,   4.864754,   5.326923,   4.115385,          0,          1,         14,         34,         68,         70,         67,         30,          9,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         14,         30,         60,         51,         55,         24,          6,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,          8,         19,         12,          6,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          2,          9,         19,         19,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         52,      Total,   6.221034,   5.987302,   6.520325,   4.528455,          2,          3,         20,         44,         70,         92,        105,         80,         49,         29,         25,         25,         14,          3,          0,          0,          0,          0,          0,          0,          0,          2,          3,         19,         40,         53,         52,         41,         23,         12,          8,         23,         23,         13,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         17,         40,         64,         57,         37,         21,          2,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         28,         77,         97,         36,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         52,          1,   7.947170,  10.647887,   6.958763,   4.747423,          0,          0,          0,          1,          3,         21,         51,         55,         40,         27,         25,         25,         14,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,          6,         23,         23,         13,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         21,         51,         55,         37,         21,          2,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         16,         52,         88,         36,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         52,          2,   4.675676,   4.631148,   4.884615,   3.711538,          2,          3,         20,         43,         67,         71,         54,         25,          9,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          3,         19,         40,         53,         52,         41,         23,          9,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,         14,         19,         13,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         12,         25,          9,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         53,      Total,   6.488414,   6.101587,   6.983740,   4.918699,          0,          4,         10,         31,         70,         87,        106,         87,         62,         38,         23,         24,         16,          3,          0,          0,          0,          0,          0,          0,          0,          0,          4,         10,         29,         60,         59,         50,         31,          8,          9,         13,         23,         16,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         10,         28,         56,         56,         54,         29,         10,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         14,         50,        118,         60,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         53,          1,   8.203774,  10.828125,   7.368159,   5.029851,          0,          0,          0,          0,          1,         13,         42,         52,         55,         36,         23,         24,         16,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          7,         13,         23,         16,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         13,         42,         52,         53,         29,         10,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         37,        100,         56,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         53,          2,   4.952703,   4.896414,   5.266667,   4.422222,          0,          4,         10,         31,         69,         74,         64,         35,          7,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         10,         29,         60,         59,         50,         31,          6,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          9,         15,         14,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         13,         18,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         54,      Total,   6.499109,   6.146104,   6.928854,   4.798419,          0,          4,         12,         28,         67,         95,        105,         89,         55,         33,         27,         24,         19,          3,          0,          0,          0,          0,          0,          0,          0,          0,          4,         12,         27,         50,         61,         49,         35,          8,          9,         13,         18,         19,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         17,         34,         56,         54,         47,         24,         14,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         19,         64,        118,         48,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         54,          1,   8.203774,  10.918033,   7.392157,   5.000000,          0,          0,          0,          0,          3,         14,         44,         52,         48,         31,         27,         24,         19,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         13,         18,         19,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         14,         44,         52,         47,         24,         14,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         37,        109,         47,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         54,          2,   4.972973,   4.967611,   5.000000,   3.959184,          0,          4,         12,         28,         64,         81,         61,         37,          7,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         12,         27,         50,         61,         49,         35,          7,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         14,         20,         12,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         11,         27,          9,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         55,      Total,   6.434938,   6.296774,   6.605578,   4.581673,          1,          5,          8,         25,         70,        110,        104,         79,         58,         31,         28,         25,         12,          5,          0,          0,          0,          0,          0,          0,          0,          1,          5,          8,         19,         46,         78,         47,         24,         14,          5,         22,         24,         12,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         24,         32,         57,         55,         44,         26,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,          1,         24,         76,        107,         38,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         55,          1,   8.060377,  10.652778,   7.093264,   4.865285,          0,          0,          0,          0,          7,         17,         43,         51,         48,         30,         27,         25,         12,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,          4,         21,         24,         12,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         17,         43,         51,         42,         26,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         51,         96,         38,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         55,          2,   4.979730,   4.978992,   4.982759,   3.637931,          1,          5,          8,         25,         63,         93,         61,         28,         10,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,          8,         19,         46,         78,         47,         24,          8,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         17,         15,         14,          4,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,          0,         18,         25,         11,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         56,      Total,   6.292335,   6.081433,   6.547244,   4.590551,          0,          2,         11,         36,         75,        109,        103,         84,         45,         27,         30,         28,          7,          4,          0,          0,          0,          0,          0,          0,          0,          0,          2,         11,         31,         52,         67,         45,         26,         10,          5,         22,         26,          6,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         23,         42,         58,         58,         35,         22,          8,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          1,         38,         60,        114,         40,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         56,          1,   7.913208,  10.500000,   7.020305,   4.812183,          0,          0,          0,          1,          8,         19,         46,         56,         39,         27,         30,         28,          7,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,          5,         22,         26,          6,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         19,         46,         55,         35,         22,          8,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         19,         38,        101,         39,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         56,          2,   4.841216,   4.824268,   4.912281,   3.824561,          0,          2,         11,         35,         67,         90,         57,         28,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         11,         31,         52,         67,         45,         25,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         15,         23,         12,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          1,         19,         22,         13,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         57,      Total,   6.310160,   6.200000,   6.441406,   4.507812,          0,          1,          9,         48,         74,         92,        116,         73,         47,         37,         20,         27,         13,          4,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         37,         58,         57,         48,         16,          9,         15,         16,         25,         13,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         11,         16,         35,         68,         57,         38,         22,          4,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,          7,         23,         79,        105,         38,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         57,          1,   8.007547,  10.608108,   7.000000,   4.806283,          0,          0,          0,          0,          1,         24,         50,         51,         39,         36,         20,         27,         13,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         14,         16,         25,         13,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         24,         50,         51,         37,         22,          4,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         61,         88,         36,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         57,          2,   4.790541,   4.787879,   4.800000,   3.630769,          0,          1,          9,         48,         73,         68,         66,         22,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         37,         58,         57,         48,         16,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         11,         15,         11,         18,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          2,          7,         17,         18,         17,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         58,      Total,   6.506239,   6.404531,   6.630952,   4.634921,          0,          2,          6,         32,         63,        110,        108,         82,         62,         22,         28,         20,         16,         10,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         28,         45,         69,         55,         24,          9,          9,         21,         17,         15,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         18,         41,         53,         58,         53,         13,          7,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         24,         76,        102,         39,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         58,          1,   8.184906,  10.890411,   7.156250,   4.869792,          0,          0,          0,          0,          3,         19,         40,         53,         55,         21,         28,         20,         16,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          8,         21,         17,         15,         10,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         19,         40,         53,         53,         13,          7,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          8,         55,         85,         38,          4,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         58,          2,   5.003378,   5.016949,   4.950000,   3.883333,          0,          2,          6,         32,         60,         91,         68,         29,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         28,         45,         69,         55,         24,          7,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          4,         15,         22,         13,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          5,         16,         21,         17,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         59,      Total,   6.288770,   6.090909,   6.529644,   4.537549,          0,          4,         12,         32,         86,        107,         88,         86,         42,         35,         27,         32,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          4,         11,         25,         67,         63,         37,         24,          6,         10,         19,         32,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          7,         19,         44,         51,         62,         36,         25,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          6,         33,         74,         93,         46,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         59,          1,   7.966038,  10.642857,   7.005128,   4.815385,          0,          0,          0,          1,          5,         23,         42,         57,         34,         34,         27,         32,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          9,         19,         32,          8,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          5,         23,         42,         57,         34,         25,          8,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         12,         55,         81,         46,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         59,          2,   4.787162,   4.752101,   4.931034,   3.603448,          0,          4,         12,         31,         81,         84,         46,         29,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          4,         11,         25,         67,         63,         37,         24,          6,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          6,         14,         21,          9,          5,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          0,          5,         21,         19,         12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         60,      Total,   6.356506,   6.222581,   6.521912,   4.533865,          0,          1,         11,         34,         70,         99,        125,         76,         42,         34,         32,         26,          8,          2,          1,          0,          0,          0,          0,          0,          0,          0,          1,         10,         23,         51,         71,         55,         20,         11,          8,         25,         24,          8,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          1,         11,         19,         28,         70,         56,         31,         26,          7,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         32,         67,        108,         34,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         60,          1,   7.954717,  10.478873,   7.030928,   4.757732,          0,          0,          0,          0,          7,         12,         58,         54,         33,         32,         32,         26,          8,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,          3,          7,         25,         24,          8,          2,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          7,         12,         58,         53,         30,         25,          7,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         17,         44,         96,         33,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         60,          2,   4.925676,   4.958159,   4.789474,   3.771930,          0,          1,         11,         34,         63,         87,         67,         22,          9,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         10,         23,         51,         71,         55,         19,          8,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          1,         11,         12,         16,         12,          3,          1,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,         15,         23,         12,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         61,      Total,   6.420677,   6.268608,   6.607143,   4.690476,          0,          2,          5,         23,         81,        110,        110,         70,         60,         35,         27,         27,          8,          3,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         20,         66,         67,         49,         14,         12,         13,         24,         26,          8,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         15,         43,         61,         56,         48,         22,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         25,         68,        114,         40,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         61,          1,   7.984906,  10.472973,   7.020942,   4.905759,          0,          0,          0,          0,          3,         22,         45,         50,         48,         32,         27,         27,          8,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         10,         24,         26,          8,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         22,         45,         50,         45,         22,          3,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          8,         47,         94,         39,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
         61,          2,   5.020270,   4.944681,   5.311475,   4.016393,          0,          2,          5,         23,         78,         88,         65,         20,         12,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,          5,         20,         66,         67,         49,         14,          9,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          3,         12,         21,         16,          6,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          2,         17,         21,         20,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
