FRACTAL DIMENSION (2nd line: LOG[1/r]  Below 2nd line: LOG[no of grids occupied])
      Frame,  -1.415510,  -1.264995,  -1.114480,  -0.963965,  -0.813450,  -0.662935,  -0.512420,  -0.361905,  -0.211390,  -0.060875,   0.089640,   0.240155,   0.390670,   0.541185,   0.691700,   0.842215,   0.992730,   1.143245,   1.293760,   1.444275,   1.594790,   1.745305
          1,  -Infinity,  -Infinity,  -Infinity,   1.176091,   1.342423,   1.963788,   2.344392,   2.831870,   3.232234,   3.636889,   3.936765,   4.242044,   4.536987,   4.841835,   5.142846,   5.443726,   5.744648,   6.045797,   6.346730,   6.647813,   6.948752,   7.249872
